pulocationid,dolocationid,tmode,duration,price,w10000,w15000,w25000,w35000,w50000,w75000,w100000,w125000,w150000,w200000
5,210,2,127.0,8.25,0,0,0,0,0,0,0,23,46,23
5,210,8,38.31666667,16.78579067,0,0,0,0,0,0,0,0,23,23
5,214,2,76.0,5.5,345,207,345,1380,690,3105,3680,4048,3312,3680
5,214,8,26.79154229,10.28556414,184,69,322,897,437,2760,3082,3749,2921,2898
5,216,8,49.58333333,23.68811396,0,0,0,0,0,46,23,46,69,23
5,216,2,114.0,8.25,0,0,0,0,0,23,23,115,69,0
5,221,8,28.18606771,11.74611009,0,0,0,0,0,23,46,46,0,23
5,221,2,71.0,2.75,0,0,0,0,0,23,46,46,92,0
5,228,8,43.3252381,15.270013,23,0,23,92,23,253,115,207,184,69
5,230,2,88.0,5.5,0,0,0,23,23,46,92,69,92,46
5,231,2,78.0,2.75,0,0,23,69,0,69,69,322,276,276
5,234,2,85.0,5.5,115,115,92,299,23,897,552,1150,989,874
5,234,8,65.60416667,34.69839159,0,0,0,46,0,138,92,69,115,23
5,236,2,92.0,5.5,0,23,46,23,46,92,161,138,69,46
5,237,2,95.0,8.25,0,92,23,184,69,299,253,345,207,253
5,237,8,65.54666667,31.75244013,0,23,0,23,0,46,23,69,23,69
5,244,8,54.28333333,26.01304339,0,0,0,0,0,0,0,0,0,23
5,244,2,110.0,5.5,0,0,0,0,0,46,69,69,69,69
5,245,2,97.0,5.5,0,0,0,23,0,23,92,69,46,46
5,248,8,53.85,27.91318699,46,0,23,115,23,69,230,184,161,184
5,248,2,133.0,8.25,46,46,23,23,92,253,69,460,253,276
5,251,8,18.34917355,9.970323534,0,0,0,46,0,23,92,92,207,138
5,261,8,71.83703704,32.57735589,0,0,0,0,46,69,230,138,230,184
5,261,2,65.0,2.75,46,23,69,230,184,1150,1288,2231,1794,1702
6,5,2,75.0,5.5,23,69,0,161,23,713,552,782,575,460
6,12,2,39.0,2.75,0,0,0,0,0,23,92,0,23,23
6,13,2,36.0,2.75,0,0,0,0,0,0,0,46,0,0
6,14,8,9.891652357,5.418304,23,0,46,23,92,184,322,207,115,230
6,14,2,25.0,2.75,46,92,0,46,92,184,391,345,299,299
6,23,5,321.4166667,0.0,23,92,0,23,23,0,69,0,23,23
6,23,8,16.88159086,9.688277266,483,897,598,874,828,2346,4945,3841,2599,2783
6,23,2,45.0,2.75,667,966,828,828,1426,2691,6739,5175,3887,3795
6,39,8,39.52666667,15.71296,0,0,0,23,0,23,69,0,0,23
6,44,8,26.239068100000004,13.83908892,46,299,230,322,69,322,1472,414,529,1058
6,44,2,77.0,2.75,23,575,299,598,92,483,2185,667,828,1219
6,45,8,30.81315789,27.70947319,0,0,0,0,0,0,0,23,69,23
6,45,2,58.0,2.75,23,23,46,23,230,138,506,345,299,529
6,50,8,52.04551282,30.25696,0,0,0,23,0,0,0,23,0,0
6,50,2,77.0,5.5,0,0,23,0,46,69,207,161,46,69
6,61,2,75.0,8.25,0,0,0,0,0,69,0,0,0,0
6,65,8,39.29928571,11.94336,0,0,0,0,23,0,69,46,23,46
6,65,2,56.0,5.5,0,23,0,23,0,23,253,230,69,92
6,67,8,18.88285372,8.022135354,0,23,0,23,0,0,46,69,0,23
6,67,2,38.0,2.75,46,69,0,0,23,23,0,23,0,0
6,74,8,77.7,18.77620198,0,0,0,46,23,0,23,0,0,0
6,82,8,50.46666667,17.42095732,46,92,207,69,299,368,368,690,920,759
6,82,2,103.0,5.5,92,69,207,161,437,575,667,1104,1311,1380
6,84,2,63.0,2.75,253,368,253,230,552,1012,2116,1840,621,782
6,87,8,34.4993865,27.21445556,0,0,0,0,0,0,0,0,0,0
6,87,2,45.0,2.75,0,0,0,0,69,46,276,115,115,115
6,88,8,32.84292929,26.94747849,0,0,0,0,0,23,0,0,0,0
6,89,8,33.35814815,10.69690983,345,437,828,759,828,3979,4669,4899,3588,4140
6,89,2,72.0,8.25,575,575,874,1127,1058,4991,5819,6003,4117,4876
6,95,2,91.0,5.5,0,0,23,0,23,23,23,23,46,92
6,100,2,62.0,5.5,0,0,23,0,46,46,92,115,69,115
6,100,8,51.01478873,30.15801652,0,0,0,0,0,0,0,0,23,0
6,109,8,21.57415501,11.73968,138,69,230,230,368,391,1104,1081,667,690
6,109,2,56.0,2.75,69,115,207,138,253,368,1242,1219,552,920
6,113,8,44.21363636,28.88987521,0,0,0,0,23,23,46,23,0,0
6,113,2,61.0,2.75,0,46,46,23,69,69,483,391,207,230
6,114,2,57.0,2.75,23,0,46,46,23,69,138,276,161,46
6,115,5,363.28333330000004,0.0,23,0,0,0,0,0,0,69,23,92
6,115,8,7.220047935,6.0822400000000005,23,0,0,0,46,23,23,23,23,46
6,118,5,240.7333333,0.0,23,46,46,23,138,69,207,207,253,322
6,118,2,48.0,5.5,690,1978,1196,1380,2553,5037,10373,9913,6624,8119
6,144,2,67.0,2.75,0,0,0,0,0,0,0,23,0,0
6,145,8,58.86041667,15.570863800000001,0,0,0,0,0,0,0,23,0,0
6,145,2,80.0,5.5,0,0,0,0,0,0,0,0,23,23
6,156,2,55.0,5.5,230,115,138,322,184,1058,2162,1541,782,874
6,156,8,17.26200132,9.889290178,161,161,161,276,230,851,2047,1564,1173,1127
6,161,8,59.72627119,30.61189158,23,0,0,0,0,23,92,92,69,69
6,161,2,72.0,2.75,69,161,161,184,322,575,1127,1127,1173,851
6,163,2,76.0,2.75,0,0,0,0,0,0,69,0,0,0
6,165,8,39.87944444,10.54775714,0,0,0,0,0,0,23,23,23,0
6,172,8,12.86062243,6.37408,1449,3450,2047,2829,1932,5888,11638,8740,6302,7498
6,172,2,27.0,2.75,2162,4761,3634,3197,2714,8165,17135,12903,8372,11914
6,176,8,16.26651982,7.4624,92,276,92,161,92,299,828,736,460,667
6,176,2,32.0,2.75,46,276,69,207,184,575,1012,621,345,690
6,187,2,44.0,5.5,0,92,69,92,115,184,506,368,276,253
6,197,2,106.0,8.25,69,138,92,115,322,460,966,759,828,506
6,204,8,22.78333333,12.35896413,46,184,115,46,23,92,299,414,230,345
6,204,2,68.0,5.5,46,230,138,69,46,184,483,667,414,345
6,206,3,15.0,14.25,0,23,0,23,23,92,161,46,46,92
6,206,2,35.0,2.75,161,322,368,529,1012,1288,1564,2461,2576,2507
6,206,8,15.56055382,7.654933333,161,437,552,414,483,1058,1610,1817,2139,2185
6,214,5,399.8166667,0.0,345,736,989,1150,1058,3450,4738,4163,4163,4600
6,214,2,21.0,2.75,207,184,644,1012,414,2024,3266,2760,2737,2714
6,221,2,28.0,2.75,46,115,92,46,184,69,483,483,115,230
6,221,3,2.042857143,5.214285714,0,23,0,0,0,0,69,46,0,23
6,223,8,43.14479167,18.30363241,0,0,0,0,0,69,0,0,23,0
6,223,2,99.0,5.5,0,0,0,23,0,46,23,69,46,46
6,227,2,48.0,5.5,0,23,0,23,0,23,69,138,23,46
6,228,8,16.54420687,8.360213332999999,0,23,0,0,0,0,92,23,46,0
6,228,2,51.0,5.5,23,23,23,23,0,0,115,92,46,0
6,231,2,48.0,2.75,0,46,69,23,23,92,207,253,46,46
6,231,8,34.46269841,27.81767073,23,23,0,0,0,0,0,0,0,23
6,234,2,60.0,2.75,0,0,0,0,0,0,69,23,23,46
6,236,2,64.0,5.5,115,115,161,253,621,851,1104,1656,1840,1863
6,237,2,71.0,5.5,115,161,92,92,184,253,920,920,575,575
6,237,8,57.99057971,26.42867042,23,0,0,0,0,46,92,92,92,23
6,245,8,16.85240304,7.409293373,23,0,23,0,23,23,46,115,69,23
6,245,2,44.0,2.75,23,46,0,69,0,0,253,92,138,23
6,246,8,40.20880952,29.0592,0,0,0,0,0,0,46,23,23,46
6,251,2,38.0,2.75,552,437,414,529,644,1817,3680,3565,1541,1863
6,251,5,687.25,0.0,0,0,23,23,23,23,69,69,23,92
7,3,2,77.0,5.5,46,23,23,23,69,115,391,207,138,276
7,3,8,34.87029915,12.57568,0,46,46,23,46,115,161,184,69,46
7,9,8,24.48941057,11.218624,0,0,23,23,0,23,69,46,23,46
7,9,2,61.0,8.25,0,23,0,0,0,69,92,161,92,46
7,9,3,24.52948718,30.42307692,0,0,0,0,0,0,0,23,0,0
7,10,3,26.75740741,35.05555556,0,46,23,92,23,161,299,207,46,92
7,15,8,21.97307255,10.98272,0,0,0,0,0,0,0,23,0,46
7,16,8,24.29007304,12.03621818,0,0,23,0,69,207,276,230,138,207
7,23,2,98.0,5.5,0,0,0,0,0,23,161,69,184,230
7,23,8,61.75416667,20.24256,0,0,23,0,0,0,92,23,115,115
7,28,3,23.94130435,29.57608696,0,0,46,0,0,69,46,0,92,69
7,28,8,22.55657326,10.653792,414,299,1035,1150,483,1564,1656,1633,966,1380
7,32,8,23.52073949,11.22136,23,0,0,23,46,23,23,0,46,23
7,32,2,72.0,8.25,23,0,46,23,0,138,161,23,23,23
7,36,2,63.0,2.75,0,0,23,69,23,23,69,46,46,23
7,36,8,27.57998892,9.560748307999999,0,0,0,23,23,46,23,46,0,23
7,37,3,24.28878205,23.30769231,0,0,0,0,0,0,23,0,0,0
7,37,2,64.0,2.75,23,23,161,23,276,437,368,299,69,161
7,43,5,109.05,0.0,0,0,0,23,0,0,23,0,23,23
7,43,2,54.0,5.5,23,0,322,575,713,1196,1748,1403,1633,1265
7,43,8,23.36698654,17.49546,0,23,23,23,92,207,276,299,138,69
7,46,2,86.0,8.25,0,0,0,0,0,0,0,46,0,0
7,48,2,38.0,2.75,345,920,1472,1035,1679,2369,5060,3358,2622,2392
7,48,5,341.4833333,0.0,0,0,0,0,0,0,0,23,0,0
7,48,8,26.92756362,22.84983759,23,92,138,23,184,276,575,368,276,161
7,51,8,29.98629725,13.7248,0,0,0,0,23,23,23,23,92,0
7,51,2,90.0,5.5,0,23,0,0,46,23,69,0,69,92
7,53,2,67.0,5.5,0,0,23,0,0,23,92,69,23,23
7,53,8,18.64575008,9.703386667,0,0,23,23,0,23,46,0,0,23
7,56,3,17.904811,20.60309278,0,0,0,0,0,0,0,0,23,0
7,56,2,33.0,5.5,0,0,0,23,23,23,46,69,69,23
7,64,2,70.0,8.25,46,46,207,276,92,1081,1610,1587,1610,1748
7,64,8,29.025889399999997,13.48073143,46,0,115,161,207,805,1150,1679,1311,1357
7,64,3,29.76363636,40.23909091,0,0,0,0,0,0,0,23,23,0
7,66,8,30.65585352,10.04775111,23,0,23,23,23,46,230,161,92,92
7,66,3,29.45526316,27.73684211,0,0,0,0,23,0,23,0,0,23
7,68,2,44.0,5.5,230,414,391,529,437,1587,2829,2599,1955,1656
7,69,2,62.0,5.5,69,92,230,230,230,552,1357,644,851,782
7,70,8,12.467804,7.093293332999999,184,230,529,575,759,1196,1380,1012,966,989
7,70,5,356.9333333,0.0,0,0,69,46,0,0,0,23,23,0
7,70,3,12.2522549,12.87352941,23,0,69,23,0,115,115,161,115,69
7,70,2,38.0,5.5,276,161,736,1127,483,1656,2208,1633,1403,1127
7,73,2,52.0,8.25,0,0,23,0,0,0,23,0,0,46
7,74,8,18.88849943,8.161648254,0,0,0,0,0,0,23,23,0,23
7,79,2,47.0,5.5,253,115,414,368,529,2070,2760,2254,1794,2691
7,79,3,26.21295419,20.56161137,0,0,0,0,23,69,92,46,230,46
7,79,8,27.80489783,23.66440117,46,23,23,46,69,138,414,207,322,368
7,80,2,48.0,5.5,253,253,230,207,184,598,460,483,667,276
7,80,3,20.59040816,18.29183673,0,0,23,46,0,0,0,23,46,0
7,80,8,21.83333718,8.199084037,161,276,161,230,207,391,437,460,322,230
7,82,3,20.67162698,14.33598639,0,0,69,0,69,69,161,138,92,115
7,82,2,29.0,2.75,414,506,1725,1012,1449,3956,7889,3266,3151,4554
7,82,5,201.0,0.0,0,0,23,0,0,23,69,0,23,23
7,83,8,17.962054100000003,6.849358049,0,345,529,322,437,1173,1150,598,414,736
7,83,5,234.8,0.0,0,138,138,23,0,138,138,115,0,23
7,83,2,31.0,2.75,69,621,782,437,391,1242,1426,644,391,805
7,83,3,20.89233432,12.69139466,0,0,69,23,0,161,161,23,23,46
7,87,8,33.49606989,25.64177231,0,0,0,0,0,23,0,23,0,23
7,87,3,31.15926916,30.75545455,0,0,0,0,23,0,0,0,0,0
7,89,3,44.5037037,45.05555556,0,0,0,0,0,0,0,0,0,0
7,89,2,68.0,5.5,0,0,0,23,0,46,69,46,0,0
7,89,8,42.98154684,13.85469091,0,0,0,46,23,69,69,23,23,0
7,90,2,38.0,2.75,69,276,69,161,230,391,644,483,345,276
7,90,3,23.73533026,20.95274194,23,0,0,0,23,0,46,0,0,23
7,93,3,16.36320346,20.18194805,0,0,23,0,46,46,0,23,23,23
7,93,2,63.0,5.5,115,253,299,207,391,759,1035,690,713,575
7,95,2,33.0,2.75,920,1863,1863,2484,2070,5750,7176,5175,3450,5336
7,95,8,22.41654492,9.430848584,437,1564,966,1357,1150,3588,4462,3841,2185,3496
7,95,3,25.99813875,23.92548223,46,69,23,23,23,161,253,138,115,115
7,95,5,182.18333330000002,0.0,23,0,0,0,0,0,0,0,0,0
7,98,2,57.0,5.5,207,23,115,161,184,391,529,575,506,667
7,98,3,23.03333333,29.4,0,0,0,0,0,0,23,46,0,0
7,98,8,22.33408497,11.4448,69,69,138,92,46,391,368,621,299,460
7,100,8,28.47700599,23.07534,0,0,0,0,0,46,23,23,0,0
7,100,3,25.35770026,19.95503876,0,23,0,0,0,0,23,46,0,0
7,101,3,42.51666667,50.0,0,0,0,0,0,0,23,0,0,0
7,101,2,86.0,8.25,92,184,23,92,115,506,529,621,414,253
7,102,2,62.0,5.5,69,69,138,69,161,207,529,276,460,253
7,102,8,24.835188600000002,10.30640941,0,23,46,69,46,230,368,92,230,299
7,107,3,26.97461399,19.18790191,0,0,23,0,0,115,184,46,92,92
7,107,8,27.43686055,23.10727438,0,69,23,69,23,161,23,230,92,276
7,107,2,41.0,5.5,46,529,713,483,598,1633,3174,2070,1748,2415
7,112,3,18.56217532,13.94967532,0,0,0,0,0,23,23,23,115,115
7,112,5,172.83333330000002,0.0,0,0,0,0,23,23,46,23,23,23
7,113,3,27.45419501,22.63020408,0,0,0,0,46,0,0,23,0,23
7,121,2,60.0,5.5,276,161,391,92,230,276,598,667,322,391
7,121,3,19.09090909,27.75757576,23,0,23,0,0,23,0,23,23,0
7,122,2,66.0,8.25,23,69,23,0,46,184,299,115,69,138
7,124,3,28.74,41.3,0,0,0,0,0,23,23,23,0,0
7,124,2,65.0,5.5,0,23,0,23,0,46,322,115,92,184
7,124,8,31.06032118,13.36110545,0,0,0,0,23,23,46,23,0,23
7,125,3,27.837,25.265,0,23,23,0,0,0,138,69,138,92
7,125,2,47.0,5.5,207,276,759,322,690,1909,3956,2300,5106,4163
7,129,8,14.54140122,6.511804574,2369,5175,6141,8234,6118,8786,11201,7820,5635,4163
7,129,2,35.0,2.75,2760,6923,7544,9453,7199,10465,14030,9200,7015,5014
7,129,3,16.67002488,11.22761194,138,506,460,506,414,483,713,644,391,299
7,130,2,46.0,5.5,92,368,552,667,483,966,1978,690,667,713
7,130,8,24.99546795,11.40241127,23,207,345,207,345,575,782,138,345,184
7,131,8,24.13387802,12.30685714,0,115,161,92,92,276,506,414,138,299
7,131,3,24.696825399999998,33.80952381,0,0,0,0,0,23,0,0,0,0
7,135,3,16.78412698,24.42857143,0,23,23,46,23,23,115,92,23,69
7,135,2,43.0,5.5,322,1242,1058,1311,1196,2323,3335,2829,1978,2185
7,135,8,18.05524238,10.25955765,368,644,621,851,759,1311,2254,1863,1380,1081
7,137,5,185.8833333,0.0,0,0,23,0,23,0,0,0,0,0
7,137,3,24.37867166,17.92311506,161,230,345,368,391,598,897,552,299,414
7,137,2,50.0,5.5,1610,3105,3910,3450,2714,4761,8165,4301,3128,4209
7,138,8,13.858327,7.342038519,184,299,1449,1288,1426,2024,3105,3059,2507,1978
7,138,5,137.7833333,0.0,46,23,207,115,138,184,414,230,322,253
7,138,3,14.64718409,14.46278247,69,23,138,69,184,230,391,207,276,299
7,140,3,18.04509535,14.41825627,23,0,0,23,0,46,23,69,23,0
7,140,2,44.0,5.5,46,92,92,69,69,161,460,322,253,414
7,140,8,19.9532458,17.02519273,0,0,0,23,23,0,46,23,46,46
7,141,3,16.61222282,13.25643777,0,0,0,0,0,23,0,0,0,0
7,141,2,35.0,5.5,0,0,0,0,0,0,0,0,0,0
7,142,2,42.0,5.5,0,23,23,0,23,161,276,230,621,506
7,142,3,23.67079262,17.52605863,0,0,0,0,0,23,0,0,0,46
7,143,8,32.76203585,17.97179,92,23,0,161,69,207,276,184,276,115
7,145,2,24.0,2.75,184,897,759,483,552,1242,2530,1932,1150,1173
7,145,5,427.6,0.0,23,161,115,23,92,184,161,322,184,184
7,145,8,11.10413291,6.113220852,46,460,276,391,414,621,1449,920,552,782
7,146,8,7.265767297999999,5.618375895,460,2116,2254,2208,1541,1472,2277,2231,1380,1564
7,152,8,26.52737874,8.964658361,0,23,46,46,161,69,46,23,92,69
7,157,2,39.0,5.5,0,0,0,0,0,46,23,69,0,92
7,157,8,17.23411109,7.681373538,0,0,23,0,0,69,92,115,69,69
7,158,2,47.0,2.75,92,69,391,506,460,1794,2783,1771,1955,2139
7,158,8,37.20695975,25.11119543,23,0,23,115,23,207,299,230,276,230
7,160,3,21.183000000000003,21.9,0,0,0,0,0,0,46,46,69,46
7,160,8,21.24607833,8.706976,46,23,92,69,46,322,713,966,943,1587
7,160,5,181.7,0.0,0,0,0,0,0,0,23,0,0,0
7,160,2,44.0,5.5,23,23,69,69,92,322,759,1058,667,1150
7,161,3,24.34013784,17.11910309,23,23,46,23,23,161,391,368,299,483
7,161,2,29.0,2.75,437,253,1127,1081,1426,3151,5175,4140,3059,4163
7,162,8,21.88545643,22.136091699999998,0,46,207,276,207,552,667,736,391,345
7,162,5,267.45,0.0,0,0,0,0,0,23,0,0,23,0
7,162,2,25.0,2.75,552,345,1978,1955,1173,4830,6647,6003,3496,3910
7,163,8,22.03560418,22.27930204,46,23,69,23,115,115,299,299,322,299
7,164,8,27.90995953,22.85922556,92,23,184,230,92,736,1242,621,552,736
7,164,2,31.0,2.75,506,207,1357,1541,2070,5865,9706,6026,6440,6693
7,164,3,25.81109951,19.44079332,23,23,184,69,69,414,644,299,345,368
7,165,2,81.0,5.5,0,0,46,23,0,46,92,92,23,23
7,166,8,30.74520675,9.0248384,0,23,46,0,0,46,184,46,46,69
7,166,2,54.0,5.5,0,69,253,92,138,230,644,391,230,506
7,166,3,31.04137931,25.24137931,0,0,0,0,23,23,46,23,0,0
7,168,8,16.8961419,7.990838857000001,46,46,69,184,92,299,368,368,368,414
7,170,2,42.0,5.5,115,138,621,644,1472,1403,3151,2921,2461,3128
7,170,3,21.89246732,17.47020588,0,0,69,23,92,138,368,184,92,276
7,171,3,21.94139785,24.29032258,0,0,0,0,23,0,0,0,0,0
7,171,8,21.05837351,9.317296327000001,69,161,115,161,23,368,506,253,276,115
7,171,2,62.0,8.25,69,46,46,230,23,368,460,253,207,207
7,173,5,268.7666667,0.0,0,0,0,0,0,23,0,0,23,0
7,173,3,25.29865719,16.21090047,0,46,23,69,69,46,92,92,0,0
7,175,8,26.01169645,12.108736,0,0,23,0,23,115,23,23,69,69
7,175,2,68.0,5.5,0,0,46,0,23,23,115,23,23,23
7,178,3,52.2,46.5,0,0,0,0,0,0,0,0,23,0
7,178,8,46.98985507,13.676160000000001,46,230,115,69,207,391,644,368,483,299
7,179,2,23.0,2.75,414,966,1610,828,598,736,1472,1219,759,851
7,179,3,7.384174657000001,5.967005076,115,368,391,207,299,322,391,529,322,115
7,180,2,64.0,5.5,0,46,115,23,0,207,207,138,138,207
7,180,8,33.49511649,12.49166545,23,0,46,46,0,69,46,23,0,46
7,180,3,34.65555556,40.33333333,0,0,0,0,0,0,46,0,0,23
7,183,2,75.0,5.5,0,0,0,23,0,46,46,23,92,23
7,185,2,76.0,5.5,0,0,0,0,23,23,92,0,0,0
7,185,8,26.25077055,11.92512,0,0,0,23,0,0,0,0,0,23
7,186,8,30.80621406,23.2561721,46,184,138,46,92,184,92,299,138,115
7,192,2,49.0,8.25,0,0,0,0,0,0,46,46,0,23
7,193,8,7.414805449,5.620093437,1794,5451,1702,2116,1955,3312,3289,1081,1771,1357
7,193,3,6.24417597,5.704297293,138,460,161,138,69,299,184,115,207,23
7,193,2,25.0,2.75,1242,5313,1150,1127,1334,2369,2415,161,368,989
7,196,8,21.42227422,9.147824157999999,276,115,368,506,207,805,1150,690,483,483
7,196,5,101.4833333,0.0,0,0,0,0,0,0,0,0,0,0
7,196,3,22.81532258,23.21290323,0,23,23,0,46,115,23,92,46,46
7,196,2,39.0,2.75,529,322,736,621,368,1081,1909,1311,828,713
7,197,2,52.0,8.25,0,0,0,23,0,23,46,161,46,46
7,197,8,36.40441473,11.11701333,0,0,23,0,0,92,46,0,69,46
7,198,3,24.46470588,24.21568627,0,0,0,23,0,0,0,0,0,0
7,200,2,92.0,8.25,0,0,0,0,0,46,0,23,0,0
7,200,8,31.17310383,13.350879999999998,0,0,0,0,0,0,0,0,0,0
7,202,8,10.57663237,6.091884137999999,138,92,69,92,138,138,322,138,138,276
7,202,3,8.672374429,8.174657534,230,69,0,138,69,230,529,115,184,276
7,202,5,170.8833333,0.0,368,345,552,874,414,1242,2576,1058,851,2208
7,205,8,31.01830531,13.32466,0,23,115,0,46,138,184,276,92,69
7,208,3,24.596296300000002,32.5,0,0,0,0,0,0,23,46,23,0
7,208,2,69.0,5.5,0,0,138,23,138,690,943,644,552,621
7,210,2,90.0,8.25,23,0,46,46,46,115,184,253,138,161
7,210,8,45.82872753,18.067135999999998,0,0,0,23,23,92,207,69,207,115
7,215,8,24.31451667,11.86984727,92,92,138,138,46,184,207,230,92,92
7,215,3,25.47083333,33.66666667,0,0,0,0,0,0,23,0,0,0
7,216,3,26.61217949,35.34615385,23,0,0,0,0,46,46,46,23,0
7,216,2,60.0,8.25,161,23,276,184,92,966,943,1472,598,483
7,216,8,27.632557300000002,12.01323323,23,23,46,46,92,253,299,345,207,138
7,218,8,28.32490741,13.49202286,0,23,0,0,0,0,23,46,0,23
7,223,5,388.1,0.0,4922,12742,15364,17549,10695,21597,30153,18676,14858,16077
7,223,2,23.0,2.75,5428,13731,15387,17135,11408,20217,28704,19941,14490,14720
7,223,3,10.6974408,7.813114754,460,1219,1311,1173,851,1748,2024,1794,1288,1311
7,226,8,11.47706612,6.0110971289999995,828,2001,2369,2369,1610,2944,4416,3450,2760,3381
7,226,2,36.0,5.5,736,2323,1886,1955,1518,3036,3795,3565,2415,3151
7,226,5,178.58333330000002,0.0,851,2116,2162,1840,1357,1932,3473,2530,2070,2484
7,227,3,29.58333333,42.0,0,0,0,23,46,0,0,0,0,0
7,227,2,77.0,2.75,322,1978,2185,851,1311,1702,1679,1058,575,552
7,227,8,36.16633315,13.448160000000001,92,1541,1449,920,621,1357,1472,345,368,299
7,228,8,57.57245709,12.79168,92,483,552,207,322,644,782,598,552,368
7,228,2,73.0,2.75,207,805,851,437,529,966,1311,1127,345,460
7,231,2,53.0,2.75,253,483,276,437,690,1472,2139,1380,1173,1219
7,231,3,33.18474359,31.69615385,0,0,0,0,0,23,46,23,23,0
7,232,2,49.0,2.75,0,0,69,23,0,92,138,92,46,46
7,233,8,23.32550613,22.25950473,0,0,0,0,0,69,46,0,0,23
7,233,2,41.0,5.5,23,23,46,161,253,161,437,575,92,115
7,234,2,38.0,2.75,46,92,230,299,368,805,1265,920,1081,1242
7,234,8,29.39696665,23.26467982,23,0,46,0,69,46,46,92,184,299
7,234,3,27.78830792,20.23337691,0,0,0,23,46,0,92,23,69,115
7,236,2,32.0,5.5,46,92,46,23,0,46,253,161,0,253
7,236,8,22.21822109,17.69433079,23,23,0,0,0,0,23,0,0,69
7,236,5,163.95,0.0,0,0,0,0,0,0,23,0,0,0
7,237,3,16.83647654,13.67640294,0,0,0,0,46,0,23,23,0,69
7,237,2,31.0,5.5,46,0,69,23,184,138,460,460,483,437
7,241,2,69.0,5.5,23,0,23,23,46,69,230,23,69,115
7,241,3,22.81666667,31.75,0,0,0,0,0,0,0,0,0,0
7,241,8,24.67961413,12.35984,23,23,46,23,115,69,161,69,69,0
7,246,8,31.47415224,23.66024329,0,0,0,0,0,23,0,23,23,0
7,246,3,27.51392694,22.543379,0,0,0,0,0,0,0,0,0,23
7,249,8,31.070967800000002,24.08870194,207,414,483,690,414,713,1012,828,506,598
7,249,3,26.24461382,23.19993902,69,299,299,115,46,322,322,207,184,207
7,249,2,39.0,2.75,2070,4554,5980,6670,3427,6900,10741,6808,3818,5359
7,252,2,63.0,8.25,253,851,552,299,460,1633,2162,1679,1610,1794
7,252,8,18.34421206,10.06988138,92,575,598,322,322,1817,2438,1610,1794,1909
7,255,3,28.35488506,17.49425287,0,0,0,0,0,0,0,0,0,0
7,255,8,25.189024800000002,8.159833162,23,0,46,23,23,161,115,161,207,184
7,255,2,45.0,5.5,46,46,69,23,46,92,115,138,115,138
7,256,3,24.23695652,19.79565217,0,0,0,0,0,23,0,0,0,0
7,256,8,24.1966747,8.552919149,92,230,23,69,253,184,92,161,276,92
7,257,8,32.3170068,12.859008,0,92,69,46,138,322,552,437,690,575
7,260,3,10.7079061,9.189295775,0,23,115,115,115,69,184,46,92,46
7,260,2,28.0,2.75,115,391,874,1334,713,2162,2047,1219,943,851
7,261,8,34.88839268,25.81518222,115,46,138,138,92,391,552,506,506,598
7,261,3,35.69058524,32.95801527,0,0,0,0,46,46,115,0,0,0
7,262,2,45.0,5.5,23,23,115,46,0,115,92,0,23,0
7,262,8,24.07711121,17.62876349,0,0,46,0,0,0,0,0,0,0
7,262,3,26.58835979,17.44444444,0,0,46,0,0,23,0,0,0,0
7,263,2,37.0,5.5,0,23,23,0,46,46,46,0,0,0
7,263,8,23.04503387,17.75929815,0,0,23,0,0,0,46,0,0,0
8,129,8,14.85298507,7.055039999999999,414,2806,3703,3542,1748,4600,6440,2783,1909,2208
8,129,2,39.0,2.75,713,3979,4485,4899,2576,6164,10304,4232,2829,3634
9,7,2,65.0,8.25,0,23,23,0,0,46,92,207,69,92
9,7,8,34.16299651,10.66048,23,0,23,23,0,23,69,69,46,69
9,15,8,10.89855355,6.49112,138,276,69,230,207,644,1150,828,253,690
9,15,3,10.27777778,11.0,23,23,0,0,23,0,46,0,69,46
9,16,2,18.0,2.75,805,1725,1173,3243,1863,6394,11086,6808,5635,9177
9,16,5,35.38333333,0.0,1012,1403,1863,3427,3013,8556,11799,8349,6233,11109
9,19,5,79.25,0.0,0,0,0,0,0,0,23,0,0,0
9,19,2,49.0,5.5,0,23,46,184,23,184,483,598,805,851
9,19,8,47.50378019,8.39264,23,0,0,23,0,207,322,437,460,322
9,28,8,17.55795183,7.4928,115,138,207,299,253,989,1886,1633,1196,1886
9,28,3,19.4,21.0,23,0,23,0,46,92,23,115,115,92
9,37,8,42.10819129,12.15765636,0,0,0,0,0,0,0,23,0,0
9,37,2,88.0,5.5,0,0,0,0,23,23,0,0,0,23
9,38,8,24.09651515,10.328512,0,23,69,0,23,23,161,69,69,46
9,51,2,82.0,5.5,0,0,0,0,23,23,46,0,46,23
9,53,8,20.21802906,8.669888,345,253,782,575,667,1771,2714,1656,1610,2139
9,53,3,22.71666667,19.5,23,0,92,69,69,69,161,138,46,69
9,53,2,41.0,5.5,414,460,1173,1035,598,2070,3680,2438,2162,2806
9,55,8,55.17,19.12105138,0,0,0,0,0,0,0,0,0,23
9,55,2,135.0,8.25,0,0,0,0,0,0,0,23,0,23
9,64,3,15.01666667,13.5,23,0,0,23,92,115,207,92,138,23
9,64,8,14.58018768,8.918560000000001,138,391,667,943,276,1679,3082,2645,1265,2024
9,64,2,44.0,2.75,345,529,644,851,414,2116,3496,3059,1725,2484
