pulocationid,dolocationid,tmode,duration,price,w10000,w15000,w25000,w35000,w50000,w75000,w100000,w125000,w150000,w200000
50,7,3,34.65129271,22.56781163,0,0,23,69,69,23,23,23,69,46
50,13,3,21.81125535,16.42316863,0,0,0,0,0,0,0,0,0,23
50,14,3,33.67451389,38.37083333,0,0,0,0,0,46,0,0,0,23
50,14,8,34.21522028,12.50123102,0,69,46,23,0,184,184,23,184,161
50,20,8,29.95571699,12.14142061,23,0,0,23,23,0,0,0,0,0
50,20,2,70.0,8.25,23,92,23,92,0,0,23,138,23,0
50,23,8,68.73424631,18.00512,23,0,0,23,69,69,92,115,23,92
50,25,3,32.44289474,28.23084211,92,207,184,46,69,299,690,391,230,437
50,36,2,53.0,5.5,0,0,0,23,23,0,23,0,0,23
50,36,8,42.4013904,10.5424,0,0,0,0,0,0,0,46,0,0
50,36,3,42.22166667,34.75,0,0,0,0,0,0,0,23,0,0
50,37,3,43.18349515,35.49029126,0,0,0,0,0,0,23,0,0,0
50,40,2,52.0,5.5,46,0,0,0,0,92,46,115,322,138
50,40,3,28.36078431,26.80235294,0,0,0,0,0,0,0,0,0,0
50,41,3,18.24712907,16.67354167,23,0,0,46,0,23,23,0,0,0
50,41,8,17.84847329,7.674132045,23,46,46,46,23,46,23,0,0,46
50,43,8,15.327927599999999,16.31712029,0,0,0,0,0,0,0,0,0,23
50,43,3,16.5841268,10.64373158,0,0,0,0,0,0,0,0,0,0
50,43,2,34.0,2.75,0,0,0,0,0,0,0,23,92,0
50,45,2,44.0,5.5,0,0,0,0,0,0,0,0,0,0
50,47,8,25.7173805,10.91213268,23,0,0,0,0,0,23,0,0,0
50,48,5,412.9333333,0.0,1771,2231,2185,8855,3197,7521,18423,33695,31211,17135
50,48,8,8.188587463,20.45227982,161,230,69,828,483,529,1265,2576,3496,1748
50,48,2,13.0,2.75,0,46,0,0,0,92,138,207,161,253
50,48,3,7.977644338999999,6.03187398,23,46,92,184,69,207,345,598,483,414
50,49,3,36.08663194,30.796875,23,23,23,23,0,46,138,69,46,23
50,49,8,36.49880808,9.900706383,115,46,92,184,46,276,322,276,23,92
50,49,2,47.0,5.5,506,483,506,1610,460,2415,2576,2691,1081,920
50,52,8,31.43742394,9.487039999999999,0,0,0,0,0,0,0,0,0,0
50,52,2,58.0,5.5,0,0,0,0,46,92,23,46,92,92
50,52,3,32.68563218,27.96551724,0,0,0,0,0,0,23,0,0,0
50,53,8,61.34557007,14.1048,0,0,0,0,23,0,0,23,0,0
50,65,3,39.70329301,25.24725806,0,0,0,0,0,23,69,23,23,138
50,65,2,44.0,2.75,23,69,69,23,161,621,1150,1242,2415,2300
50,65,8,34.78316912,9.078429091,0,0,0,0,46,138,299,161,230,368
50,67,3,34.66382979,38.70212766,0,0,0,0,23,23,69,23,0,23
50,68,2,28.0,2.75,667,1035,1495,2921,1334,3450,4784,4669,3404,2898
50,68,3,11.916930599999999,8.353611668,69,115,230,322,115,391,575,621,368,299
50,68,8,11.61821605,20.90850265,230,253,230,368,161,644,782,805,598,345
50,69,2,52.0,5.5,0,0,0,0,0,46,46,92,230,0
50,70,8,36.47883193,11.97545443,0,0,0,0,0,0,0,0,23,23
50,75,2,40.0,5.5,0,23,0,0,0,23,0,0,23,0
50,75,3,22.73751773,16.01095035,0,0,0,0,0,23,0,0,0,0
50,87,3,27.59529101,20.97123016,0,0,0,0,0,0,0,0,23,0
50,88,3,29.24663412,20.91289825,0,0,0,0,0,0,0,0,23,0
50,88,2,41.0,5.5,0,0,0,0,0,23,0,0,23,23
50,90,3,14.875663199999998,10.74872066,23,184,253,92,69,253,437,299,276,276
50,90,8,14.77208899,21.30088229,161,161,207,207,92,391,552,506,529,644
50,90,2,30.0,2.75,667,1633,1288,1495,851,3542,4094,4255,3496,3565
50,92,2,60.0,5.5,69,138,46,46,23,161,207,184,115,92
50,92,8,40.19457103,13.79936604,0,0,46,0,0,0,0,23,0,23
50,95,8,41.80967734,11.51937893,0,0,0,0,0,0,0,0,0,0
50,95,2,45.0,2.75,0,0,0,0,0,0,0,0,23,0
50,100,2,24.0,2.75,0,0,0,0,0,0,0,0,23,23
50,107,2,41.0,5.5,621,2852,1656,1196,874,2484,2714,1288,1058,1748
50,107,8,23.89096436,21.75616479,92,345,253,161,92,368,230,115,46,92
50,112,2,44.0,5.5,0,0,0,0,23,23,46,23,46,69
50,112,8,30.73863762,8.471486472,0,0,0,23,23,0,23,0,46,0
50,113,5,48.01666667,0.0,0,0,0,0,0,0,0,0,0,0
50,114,2,34.0,2.75,115,736,1127,138,1058,414,1265,322,391,874
50,114,8,24.31269092,22.08957712,0,69,92,23,46,46,184,69,69,0
50,114,3,26.02334704,16.14645427,23,23,92,46,23,69,92,0,0,69
50,116,3,16.71407835,18.83140609,0,0,0,0,46,69,46,69,46,69
50,118,8,44.84034781,16.7724,0,0,0,0,0,0,23,0,0,23
50,118,2,113.0,8.25,0,0,46,23,69,115,230,230,161,138
50,125,2,33.0,2.75,0,0,23,0,0,0,0,0,23,23
50,127,8,17.53134396,10.334439999999999,0,0,23,23,23,0,46,0,0,0
50,129,8,38.08797499,9.590955789,0,69,115,138,69,161,483,253,161,207
50,129,3,38.54570064,30.27509554,0,0,23,23,23,69,138,69,0,23
50,134,2,55.0,2.75,69,0,69,92,0,299,598,322,759,506
50,134,3,41.28484848,44.31636364,0,0,0,0,0,0,0,0,0,0
50,134,8,41.31207833,13.03573333,0,0,46,0,0,46,23,0,92,46
50,137,5,90.71666667,0.0,0,46,23,0,0,0,46,0,0,0
50,137,2,46.0,2.75,253,989,644,437,115,805,759,207,23,184
50,137,8,24.70285805,21.64301024,0,184,46,46,115,92,115,46,0,23
50,138,2,46.0,5.5,0,0,0,0,0,0,0,0,0,0
50,140,3,22.597210399999998,14.71684397,0,0,0,0,0,23,23,0,46,23
50,140,5,233.9833333,0.0,0,0,0,0,0,0,0,0,0,0
50,140,2,42.0,2.75,23,0,0,0,0,115,184,46,138,161
50,141,8,19.22349384,16.58655156,0,0,0,0,0,0,0,0,0,0
50,141,5,222.18333330000002,0.0,0,0,0,0,0,0,0,0,0,0
50,141,2,30.0,5.5,0,0,0,0,0,0,0,0,46,46
50,142,5,228.7666667,0.0,207,1035,1265,1288,966,2047,3335,3128,920,3312
50,142,3,6.818173594,5.94840443,46,23,69,115,138,345,414,253,69,391
50,142,8,7.535481295,15.622918300000002,46,230,115,230,207,391,552,506,276,506
50,143,5,204.4666667,0.0,322,92,161,23,69,460,874,874,1242,2047
50,143,3,5.324067408,5.5591952639999995,23,0,23,23,0,46,69,69,69,92
50,144,2,44.0,2.75,0,92,184,276,115,299,552,690,437,414
50,144,8,28.71805371,22.43275589,23,0,69,0,0,23,46,46,161,46
50,146,3,24.37348066,19.62430939,0,0,0,0,0,0,0,0,0,23
50,146,8,25.19992606,7.642540765,0,0,0,0,23,0,0,0,0,0
50,151,2,35.0,2.75,506,184,69,138,46,230,414,1035,575,713
50,151,8,12.24215297,6.76707787,46,46,23,46,0,0,23,138,23,92
50,151,3,12.83019242,11.69185059,92,23,0,23,0,23,0,23,69,69
50,151,5,92.7,0.0,0,0,0,0,0,0,0,23,46,0
50,158,2,29.0,2.75,0,0,23,0,0,0,23,0,23,23
50,158,8,15.57971646,21.46324737,0,0,0,0,0,23,0,0,23,0
50,158,3,15.61222222,11.54687045,0,0,0,0,0,0,23,23,0,0
50,161,8,13.585305800000002,20.81448807,0,23,0,0,0,23,0,46,161,69
50,161,5,86.0,0.0,0,92,69,23,46,184,138,69,437,207
50,161,2,25.0,2.75,0,92,0,23,0,23,276,92,299,184
50,161,3,14.47294133,9.519420251,0,0,0,0,0,23,23,69,46,0
50,162,5,175.9833333,0.0,23,46,0,0,0,46,0,23,69,23
50,162,8,17.27797447,21.00376449,0,0,0,0,0,23,0,0,46,0
50,163,5,186.5333333,0.0,690,1587,1334,2024,1403,3266,2300,2507,2277,1472
50,164,2,29.0,5.5,0,23,0,0,69,230,115,391,736,506
50,164,5,185.43333330000002,0.0,0,0,0,0,23,92,23,92,46,23
50,164,8,16.95082547,21.09819949,0,23,23,0,0,46,23,23,92,46
50,166,3,14.31300999,14.24607989,0,0,0,0,0,23,23,0,0,23
50,166,8,13.76113907,7.373387126,0,0,0,0,0,0,23,0,0,0
50,171,8,38.53231762,14.803695999999999,0,0,23,23,23,0,0,0,0,0
50,171,3,39.80512821,49.125,0,0,23,0,0,23,0,23,0,0
50,172,2,86.0,5.5,0,0,46,69,0,391,460,299,736,368
50,173,2,45.0,5.5,0,0,23,0,46,23,46,138,92,69
50,179,8,27.25721935,8.282815422,0,0,0,0,0,0,23,0,0,0
50,179,2,43.0,5.5,46,0,115,23,46,69,391,138,23,115
50,180,2,70.0,5.5,0,0,0,0,46,0,23,23,23,23
50,181,8,38.47771287,10.17572381,0,0,0,0,0,69,92,230,92,368
50,181,3,42.080696200000006,30.24683544,0,0,0,0,0,23,23,46,23,276
50,181,2,63.0,5.5,0,0,23,46,46,736,1058,2622,1380,4692
50,186,8,13.76656046,20.95979653,23,115,69,0,69,46,92,69,92,46
50,186,5,383.6666667,0.0,115,138,115,115,46,299,138,23,207,115
50,192,8,58.95919174,13.28236308,0,0,0,0,0,0,0,23,0,0
50,192,2,65.0,8.25,0,23,23,23,0,46,115,138,23,0
50,193,2,44.0,5.5,0,0,46,0,0,0,0,23,23,46
50,193,8,26.56533333,7.67592381,0,0,0,0,0,0,0,0,0,0
50,195,2,76.0,5.5,0,0,23,23,0,0,0,23,0,23
50,195,8,37.62929797,10.30994939,0,0,0,0,0,0,0,0,23,0
50,197,2,61.0,5.5,23,46,46,92,92,345,345,299,138,161
50,197,8,59.71533333,13.51828267,0,23,23,0,23,23,23,46,23,0
50,200,2,73.0,5.5,0,0,0,0,0,0,46,69,92,23
50,209,2,43.0,2.75,0,0,0,23,92,299,92,161,736,138
50,209,3,29.32933697,21.22207084,0,0,0,0,23,23,0,0,46,23
50,211,2,33.0,2.75,46,0,0,0,0,690,759,391,1012,1104
50,211,8,25.44202405,22.22251542,0,0,0,0,0,92,46,23,46,184
50,211,5,86.98333333,0.0,0,0,0,0,0,0,0,0,23,0
50,214,2,83.0,5.5,0,0,0,0,0,46,115,161,161,207
50,220,2,71.0,5.5,437,322,851,782,1219,4508,11040,11339,7521,4163
50,220,8,19.45019929,11.19365311,23,92,46,115,161,414,851,1196,828,667
50,223,8,32.70214910000001,9.007013405,0,0,0,0,23,23,0,23,92,46
50,223,2,52.0,5.5,0,0,23,69,0,253,253,138,322,345
50,223,3,30.87067308,27.21086538,23,0,0,0,0,0,23,23,23,0
50,228,2,65.0,2.75,0,0,0,0,0,0,0,0,23,0
50,230,5,196.0166667,0.0,253,529,506,598,437,1610,2507,2461,2392,2231
50,230,2,14.0,2.75,138,138,161,322,230,667,966,713,920,874
50,230,3,11.1731907,7.469602607000001,23,46,46,46,23,69,253,253,207,230
50,231,2,33.0,2.75,23,161,207,92,0,23,138,69,0,46
50,231,3,23.70299219,16.54249305,0,0,23,0,0,0,0,0,23,0
50,233,5,100.2,0.0,0,0,0,23,0,46,69,0,46,138
50,233,8,23.29051066,21.22589033,0,0,0,0,0,0,0,46,69,0
50,234,8,18.28524959,21.48753735,46,184,322,161,92,207,368,184,345,115
50,234,5,229.5,0.0,23,69,115,0,69,138,299,138,253,92
50,234,2,32.0,5.5,391,1288,1012,1104,736,1564,2185,1541,2369,1081
50,234,3,19.37034984,12.71623956,69,138,230,161,92,230,276,207,161,92
50,236,8,19.1906426,16.95582179,0,0,0,0,0,0,23,0,0,0
50,236,2,35.0,5.5,0,0,0,0,0,46,92,69,115,184
50,237,2,31.0,5.5,851,1656,322,552,966,6463,3703,7659,5405,5589
50,237,5,76.7,0.0,253,506,92,368,184,1771,1748,2622,2093,2139
50,238,8,12.24947972,16.42617796,115,0,0,0,69,69,92,92,161,184
50,238,5,387.3666667,0.0,46,23,0,69,69,69,69,46,69,115
50,238,2,30.0,2.75,414,207,805,598,230,713,1173,1219,1104,1679
50,238,3,13.19988206,10.268083800000001,0,69,69,46,23,184,138,115,138,207
50,239,8,10.37719736,16.029704199999998,0,23,23,115,46,92,115,322,92,207
50,239,5,267.5666667,0.0,69,138,46,46,69,69,207,437,368,575
50,241,3,36.81235119,34.53571429,0,0,0,0,0,0,0,0,0,0
50,241,8,31.39859226,11.84769702,23,46,23,115,0,0,92,115,0,0
50,241,2,65.0,8.25,46,897,46,598,69,138,943,782,69,0
50,243,3,19.24821826,24.21714922,0,0,23,0,23,0,0,0,0,0
50,243,2,52.0,5.5,69,23,345,253,322,322,483,138,46,23
50,244,2,37.0,5.5,161,230,161,161,23,391,506,184,161,46
50,244,3,16.439299,20.70988841,0,69,0,0,0,0,46,69,0,0
50,246,3,9.066799317000001,6.409958832999999,46,0,0,23,0,23,46,23,69,23
50,246,2,12.0,2.75,46,46,23,92,69,230,138,138,184,207
50,246,5,173.66666669999998,0.0,92,69,161,69,115,207,299,483,368,322
50,249,5,75.41666667,0.0,0,46,23,0,0,23,115,46,46,92
50,249,8,18.86230544,21.64851626,92,92,69,161,23,184,115,230,184,138
50,249,2,31.0,2.75,368,598,391,828,690,1242,1702,1817,1679,1403
50,258,3,44.17687075,43.29591837,0,0,0,0,0,0,0,0,0,0
50,261,3,30.21852075,19.35297655,0,0,0,0,23,0,0,0,0,0
50,261,2,41.0,5.5,0,0,0,0,0,0,0,0,46,23
50,262,3,27.78266581,17.26808786,0,0,0,0,0,0,23,0,0,0
50,262,2,39.0,5.5,0,0,0,0,0,46,23,0,0,0
50,263,2,31.0,5.5,23,0,23,0,46,345,437,1127,1035,1311
50,263,3,21.70111494,15.94630345,0,0,0,0,0,23,92,46,253,23
50,263,8,20.95832052,17.18313039,0,0,0,0,0,0,92,230,161,138
51,3,8,10.79183337,6.285530256,667,966,1495,2415,1380,4554,6325,3450,2990,2760
51,3,5,357.0833333,0.0,230,759,1357,1219,851,3105,3841,2047,2599,2001
51,7,8,34.5119883,13.12135588,0,0,0,0,23,23,23,23,92,0
51,7,2,82.0,8.25,0,0,0,0,23,46,115,23,69,69
51,9,8,24.26666667,12.79412911,0,0,0,0,0,23,0,46,0,23
51,9,2,73.0,5.5,0,0,0,0,0,23,46,69,23,23
51,16,2,86.0,5.5,0,0,92,69,46,138,276,23,253,460
51,18,2,48.0,2.75,207,713,552,621,713,2139,2691,1242,1748,1817
51,20,2,54.0,2.75,621,713,391,736,391,1886,3358,1863,1840,920
51,20,8,21.67348412,8.193302857,414,460,437,966,437,1357,1909,1495,1012,851
51,25,8,65.34861111,18.02944,0,0,23,0,0,115,207,184,276,276
51,25,2,103.0,8.25,0,0,23,46,92,138,276,207,391,184
51,32,8,15.361169,7.080576,1104,920,920,1311,759,1564,2300,1058,920,529
51,32,5,150.8,0.0,92,115,69,69,23,184,184,23,69,0
51,32,2,33.0,2.75,1334,1104,828,1495,874,2737,3266,1127,713,575
51,33,8,59.61947115,17.57257143,0,23,92,46,69,92,46,23,92,23
51,41,8,38.40147587,12.428239999999999,230,368,230,161,161,437,552,230,322,345
51,41,3,42.2375,41.763125,23,23,0,23,46,23,23,69,0,0
51,42,2,68.0,5.5,5842,9844,6141,4600,3197,8119,6739,4600,2806,1886
51,42,3,39.86910569,40.05463415,138,69,92,23,0,92,46,69,138,23
51,46,8,24.20761527,8.057024,138,138,230,207,161,391,460,690,460,552
51,46,2,41.0,2.75,138,184,299,391,207,621,805,1196,874,805
51,47,3,28.94892473,26.95129032,46,0,46,69,46,138,0,69,23,0
51,47,8,27.609838300000003,9.829308235,920,345,1955,3013,1173,5244,2967,3496,1587,667
51,58,8,20.87612994,10.8824,23,115,69,184,46,207,414,230,161,138
51,58,2,30.0,2.75,69,161,92,138,115,253,506,69,230,161
51,58,3,28.2,36.83333333,0,0,0,0,0,0,23,23,0,69
51,60,8,20.16141656,9.398719999999999,23,0,0,0,0,0,0,0,0,0
51,62,8,55.79479167,17.33024,0,0,69,46,0,92,92,115,253,46
51,65,8,61.37047414,17.71501714,46,0,92,23,0,46,138,46,23,23
51,69,2,75.0,5.5,0,23,0,69,69,69,391,276,230,230
51,74,8,36.9806694,11.84461241,161,138,230,138,92,46,115,115,115,138
51,74,3,43.40379747,37.32544304,46,0,23,23,0,46,0,0,23,0
51,74,2,59.0,5.5,1058,644,1035,966,391,989,1518,1173,966,1242
51,75,2,64.0,5.5,2070,2001,2001,4393,1265,4002,5543,2116,1610,805
51,78,2,63.0,5.5,23,23,23,0,46,69,299,46,161,115
51,78,8,26.89433982,9.04776,23,0,23,23,0,69,115,46,0,23
51,78,3,29.98333333,23.28916667,0,0,23,0,0,0,23,0,0,0
51,81,2,28.0,2.75,1196,1081,966,1311,874,2507,2346,1587,1127,1219
51,81,3,9.227179487,9.183076923,69,92,69,92,69,230,299,184,161,46
51,81,8,9.165476517,6.203142295,1518,1495,1610,1794,1380,5290,6003,2944,3105,2829
51,81,5,225.7666667,0.0,2093,1771,1633,1702,2024,6601,9292,3588,4462,3289
51,86,8,57.41,20.18378667,0,0,0,0,23,138,69,69,23,0
51,87,8,65.05487698,31.71834256,0,0,0,23,0,23,0,23,46,69
51,87,2,99.0,5.5,0,0,46,46,115,299,322,276,575,552
51,88,3,72.33333333,62.5,0,0,0,0,0,0,0,0,0,0
51,88,2,100.0,5.5,115,161,506,460,437,1472,2714,1288,2369,1771
51,88,8,71.13089079999999,34.11776,23,46,23,92,46,184,253,69,299,161
51,89,2,112.0,8.25,23,115,184,207,69,161,575,529,782,207
51,89,8,53.20396825,22.2368,0,0,46,115,46,23,552,207,345,138
51,92,2,42.0,2.75,23,46,115,69,46,138,253,69,115,46
51,94,8,23.88637517,9.90656,115,184,207,138,69,138,184,69,0,46
51,94,2,62.0,2.75,299,161,184,161,92,161,184,23,0,115
51,94,3,21.85666667,23.2,0,0,0,0,0,0,0,0,0,0
51,97,8,63.61826484,19.13296,0,0,0,23,69,138,92,161,253,138
51,97,2,105.0,8.25,0,0,46,46,115,276,414,368,345,483
51,100,8,60.45790084,30.293440000000004,23,0,23,46,46,46,69,115,69,46
51,100,2,82.0,5.5,23,46,161,276,161,759,1334,805,782,667
51,107,8,61.59067278,29.655040000000003,69,92,299,299,230,483,184,391,115,138
51,113,2,87.0,5.5,161,230,368,621,621,1012,1334,529,805,437
51,113,8,49.24385965,30.29648,0,0,23,0,115,115,23,0,46,0
51,113,3,44.53333333,50.33333333,0,0,0,0,0,0,0,0,0,0
51,114,8,60.60980392,31.4608,0,23,0,23,0,69,46,69,46,0
51,117,8,72.86904762,22.18869379,0,0,0,0,0,0,0,0,0,0
51,117,2,148.0,11.0,0,0,46,0,0,23,23,23,0,0
51,121,2,87.0,5.5,0,0,23,69,69,345,253,276,368,230
51,126,8,25.46218252,9.621306667,0,0,0,69,69,0,92,46,92,0
51,126,2,63.0,5.5,0,46,23,46,23,46,23,23,276,23
51,127,8,37.35037688,11.52384,23,0,23,0,23,46,69,138,299,115
51,127,2,56.0,2.75,69,0,69,138,529,1012,1518,736,1242,851
51,135,2,71.0,5.5,23,0,0,0,46,23,23,0,46,0
51,136,3,32.5,24.67,0,23,23,0,23,23,69,23,46,0
51,136,8,30.87432895,9.249485714,92,207,322,299,230,782,598,759,552,184
51,137,2,99.0,5.5,0,0,23,0,0,69,92,92,0,23
51,138,8,47.85085558,11.5284,0,0,0,0,46,23,161,92,138,115
51,138,2,86.0,5.5,0,0,0,23,69,115,253,69,69,92
51,140,2,78.0,8.25,92,23,138,184,92,828,736,667,552,483
51,140,3,61.39444444,47.25375,0,0,23,23,0,23,23,23,23,0
51,140,8,52.39143765,23.31174,0,0,0,23,0,92,115,69,69,23
51,145,2,73.0,5.5,0,0,0,92,69,230,253,207,138,230
51,148,8,43.1411315,32.12236649,0,115,23,0,0,0,69,0,0,0
51,148,2,94.0,5.5,92,506,437,92,207,230,184,46,0,138
51,158,2,101.0,5.5,0,0,0,0,0,23,46,0,46,69
51,158,8,50.21372549,31.94051046,0,0,0,0,0,0,0,0,23,0
51,159,3,30.05520833,31.060625,0,0,0,0,0,0,23,0,0,0
51,159,2,60.0,5.5,0,92,69,115,0,115,69,69,230,138
51,161,2,76.0,2.75,138,69,184,322,345,1518,966,1518,1242,690
51,162,3,54.41190476,46.35714286,0,0,0,23,0,0,23,0,23,0
51,162,8,48.69866071,28.73290667,23,0,0,0,46,138,115,92,138,184
51,163,8,45.25638021,29.65829021,46,0,69,69,115,184,161,92,184,92
51,164,2,84.0,2.75,138,230,437,460,552,1104,1817,874,1150,920
51,164,3,60.67833333,52.593,0,0,0,0,0,0,46,23,0,0
51,166,8,40.18287936,12.423680000000001,0,0,0,0,0,23,0,0,23,46
51,166,2,84.0,5.5,23,0,0,0,69,161,161,161,276,92
51,166,3,39.22037037,39.36111111,0,0,0,0,0,0,0,0,0,0
51,167,3,26.25909091,28.51818182,0,0,0,0,0,23,23,0,0,0
51,167,8,27.35746279,10.13152,23,46,161,161,138,207,345,184,207,92
51,167,2,55.0,8.25,23,23,138,253,276,460,276,161,276,207
51,168,8,33.31918911,11.038656,0,0,0,0,0,23,23,0,0,0
51,169,8,24.70915735,10.10378,437,575,460,299,138,437,207,69,46,23
51,170,2,85.0,5.5,23,23,23,115,92,713,460,874,621,230
51,174,8,20.77349497,7.468808649,115,276,529,506,529,1771,2323,1288,1403,1357
51,174,3,20.78680556,16.95645833,69,46,46,69,23,92,138,69,138,69
51,176,2,141.0,8.25,23,69,253,345,299,368,529,184,230,253
51,176,8,64.1,28.38517976,0,23,69,276,138,184,69,138,161,138
51,178,8,928.7833332999999,21.99873974,0,0,0,23,0,138,161,115,92,115
51,182,8,18.83962494,8.552834783,115,184,207,276,92,506,506,230,368,207
51,182,3,21.13958333,20.745,23,23,23,0,23,0,0,0,0,0
51,182,5,422.13333330000006,0.0,0,0,0,23,0,0,23,0,0,0
51,183,5,399.3333333,0.0,161,391,345,736,138,989,621,1472,1127,368
51,183,3,12.87777778,13.03333333,46,92,184,92,0,184,230,253,92,92
51,183,8,13.4022191,6.831817142999999,667,1541,1840,2323,667,2737,4071,3128,2645,1150
51,184,2,42.0,2.75,69,138,23,230,0,483,207,138,23,46
51,184,5,238.8666667,0.0,69,115,0,23,0,69,46,69,0,69
51,184,3,4.873333333,7.1,0,0,0,0,23,0,0,23,0,0
51,185,3,13.76594203,14.02173913,23,92,161,138,92,138,460,161,184,368
51,185,5,332.95,0.0,23,161,230,253,207,437,805,460,115,276
51,185,8,13.85614222,7.04212,161,874,1219,989,1426,2806,4646,3634,2093,2599
51,186,2,79.0,5.5,23,0,46,69,46,253,414,161,345,368
51,186,8,51.90169956,30.798840000000002,0,0,0,0,23,23,0,23,23,0
51,188,8,57.33897849,19.58389333,23,0,0,23,46,92,138,23,115,115
51,188,2,122.0,5.5,0,0,23,23,0,115,115,138,161,161
51,189,8,59.48734568,16.9776,23,0,161,46,69,184,299,138,414,184
51,189,2,105.0,8.25,46,0,92,161,69,276,483,253,552,276
51,201,8,77.61111111,23.08539079,0,0,0,0,0,0,0,23,46,0
51,201,2,148.0,8.25,0,0,0,0,0,0,69,0,0,0
51,208,3,12.825,15.625,184,161,138,368,253,690,874,598,391,345
51,208,5,264.4166667,0.0,46,0,23,92,46,207,299,46,92,69
51,209,2,99.0,5.5,0,0,115,184,23,184,437,230,138,115
51,212,2,56.0,5.5,92,115,207,115,69,69,92,92,0,0
51,212,8,16.71792634,8.814765714,46,69,138,69,69,69,115,69,0,0
51,213,3,17.40138889,21.26166667,69,23,46,46,46,0,23,92,92,23
51,213,8,16.51898315,8.85016,736,759,575,529,276,713,644,460,253,230
51,229,8,60.02652778,29.57787077,0,0,0,0,0,69,46,0,46,0
51,229,2,80.0,5.5,23,0,46,0,69,460,368,253,276,207
51,230,8,50.02317971,29.968159999999997,0,0,0,0,0,46,69,23,23,46
51,230,3,54.13125,54.085625,0,0,0,0,0,23,0,0,0,0
51,231,2,93.0,5.5,253,138,414,391,713,1357,2047,1035,2346,1656
51,231,8,66.54855897,32.604448,23,23,0,23,0,207,161,230,92,92
51,234,8,56.84200483,29.57802667,0,0,0,0,23,230,207,368,138,92
51,234,3,63.84444444,59.93166667,0,0,0,0,0,0,0,46,23,0
51,234,2,93.0,2.75,207,0,92,437,414,2162,1932,3105,1587,621
51,235,8,29.19023638,10.99589333,1058,897,759,805,621,667,828,345,115,276
51,235,3,28.37619048,27.70285714,23,23,0,46,23,0,23,23,0,23
51,237,8,60.32711991,23.300416000000002,69,46,23,0,69,115,184,69,69,46
51,237,2,77.0,2.75,138,230,299,483,506,667,1472,644,1104,736
51,240,2,71.0,5.5,0,0,0,0,0,0,0,0,0,0
51,240,8,19.58746736,6.9729600000000005,0,0,0,0,0,0,0,0,0,23
51,241,3,29.76875,22.835625,0,0,23,23,0,0,23,0,46,0
51,241,5,289.75,0.0,0,0,0,0,23,0,0,0,0,0
51,241,2,50.0,2.75,23,92,230,299,253,713,1035,207,276,322
51,242,2,52.0,5.5,1196,1357,2231,2185,1449,3726,4416,3910,2967,2507
51,244,8,38.51253088,12.56683636,0,0,0,0,0,0,0,0,46,23
51,244,2,69.0,5.5,0,0,0,46,23,23,230,69,92,115
51,247,3,39.78504274,36.08435897,0,0,23,0,0,0,0,0,0,0
51,247,2,66.0,5.5,115,207,92,230,207,437,552,299,391,276
51,247,8,36.55229334,11.2570496,184,46,115,207,92,299,483,92,391,161
51,248,8,19.08271708,8.629084444,184,207,161,161,69,92,138,138,23,0
51,248,2,51.0,5.5,184,253,322,69,69,207,207,46,92,46
51,250,5,464.6,0.0,0,0,0,0,23,23,46,0,0,0
51,250,2,43.0,5.5,207,253,460,667,368,598,1541,483,368,368
51,250,8,15.71015691,7.7758848,23,161,253,322,276,391,1012,161,207,115
51,252,8,34.86951477,10.34431487,0,23,23,0,0,46,69,0,92,115
51,254,8,14.43418754,6.8366774470000005,2047,2346,2898,3979,2001,6233,9200,6325,4669,3243
51,254,5,297.6166667,0.0,989,1127,1426,1771,621,2714,4600,3174,2346,1541
51,259,5,302.3666667,0.0,184,322,437,966,460,805,3381,2116,1863,1564
51,259,8,12.43800566,6.638283636000001,736,1495,1150,2139,1265,3174,7521,4462,3036,2553
51,261,2,96.0,5.5,0,0,0,46,0,69,92,69,23,69
51,261,8,56.79826389,33.22780479,0,0,0,0,0,0,0,23,0,0
51,263,8,40.45356041,23.09856,46,0,115,253,23,138,69,115,115,0
52,13,3,18.98077811,15.25667656,0,0,0,0,0,23,0,0,46,0
52,14,2,41.0,5.5,0,0,0,23,115,46,92,92,23,115
52,14,8,18.36517263,8.738777778,0,0,0,0,46,0,69,23,46,46
52,22,2,53.0,5.5,0,0,0,0,0,0,0,0,0,0
52,25,2,20.0,2.75,0,0,0,0,0,0,46,92,69,161
52,25,8,7.711549835,5.531140918999999,138,322,276,69,184,391,575,529,483,851
52,25,5,408.5,0.0,782,690,575,368,276,828,1541,1610,1219,2277
52,33,8,7.443952197000001,5.453595914,115,644,621,506,230,1081,1541,1265,1150,2760
52,33,5,238.05,0.0,2484,6417,6417,4186,2875,9246,14559,14214,9085,20217
52,33,3,6.190117956,5.578911275,69,23,92,69,69,253,138,253,115,322
52,34,2,42.0,2.75,0,0,0,23,0,46,46,69,23,0
52,34,5,315.4333333,0.0,0,0,0,0,0,0,0,46,0,0
52,40,5,238.5333333,0.0,230,138,322,69,529,2507,2898,2415,3082,5474
52,40,2,16.0,2.75,23,46,46,23,92,460,874,621,506,1196
52,40,3,4.95067617,4.860197368,0,0,0,0,0,46,23,23,23,138
52,48,8,34.71437158,24.56282505,0,0,0,0,0,0,0,23,0,0
52,49,5,235.8666667,0.0,69,115,115,161,92,207,483,529,184,184
52,49,3,18.65652174,13.86141304,0,69,138,46,69,92,299,138,138,46
